Review_ID,Customer_Review,Rating
117,"Not what I expected, very disappointing experience.",3
118,"Excellent customer service, the support team was very helpful!",5
119,"Terrible customer support, they did not respond to my emails.",1
120,"Excellent customer service, the support team was very helpful!",3
121,Loved it! Would definitely recommend to my friends and family.,5
122,"Product is okay, but shipping took too long.",2
123,"The product did not meet my expectations, quality was subpar.",4
124,"Satisfied with the purchase, good value for money.",4
125,"The product did not meet my expectations, quality was subpar.",4
126,"Product is okay, but shipping took too long.",1
127,"Terrible customer support, they did not respond to my emails.",3
128,"Product is okay, but shipping took too long.",5
129,"Product is okay, but shipping took too long.",2
130,"Great product, very satisfied with the quality and service!",2
131,"Not what I expected, very disappointing experience.",2
132,Loved it! Would definitely recommend to my friends and family.,2
133,"Great product, very satisfied with the quality and service!",5
134,"Satisfied with the purchase, good value for money.",5
135,"Excellent customer service, the support team was very helpful!",4
136,"Terrible customer support, they did not respond to my emails.",3
137,"Amazing experience, everything went smoothly!",5
138,"Amazing experience, everything went smoothly!",2
139,"Amazing experience, everything went smoothly!",3
140,"Excellent customer service, the support team was very helpful!",5
141,"The product did not meet my expectations, quality was subpar.",1
142,"Amazing experience, everything went smoothly!",5
143,"The product did not meet my expectations, quality was subpar.",4
144,"Poor packaging, arrived damaged. Not happy with the purchase.",1
145,"The product did not meet my expectations, quality was subpar.",2
146,"Terrible customer support, they did not respond to my emails.",1
147,"Terrible customer support, they did not respond to my emails.",5
148,Loved it! Would definitely recommend to my friends and family.,3
149,"Great product, very satisfied with the quality and service!",2
150,"Great product, very satisfied with the quality and service!",4
151,"Terrible customer support, they did not respond to my emails.",3
152,"Poor packaging, arrived damaged. Not happy with the purchase.",3
153,Loved it! Would definitely recommend to my friends and family.,3
154,"Product is okay, but shipping took too long.",1
155,"Satisfied with the purchase, good value for money.",3
156,"Poor packaging, arrived damaged. Not happy with the purchase.",4
157,"Excellent customer service, the support team was very helpful!",3
158,"Not what I expected, very disappointing experience.",1
159,"Great product, very satisfied with the quality and service!",2
160,"The product did not meet my expectations, quality was subpar.",4
161,"Satisfied with the purchase, good value for money.",2
162,"Great product, very satisfied with the quality and service!",1
163,"The product did not meet my expectations, quality was subpar.",2
164,"Excellent customer service, the support team was very helpful!",3
165,"Product is okay, but shipping took too long.",4
166,Loved it! Would definitely recommend to my friends and family.,2
167,"The product did not meet my expectations, quality was subpar.",3
168,"Poor packaging, arrived damaged. Not happy with the purchase.",5
169,"Great product, very satisfied with the quality and service!",5
170,Loved it! Would definitely recommend to my friends and family.,2
171,"Great product, very satisfied with the quality and service!",2
172,"Not what I expected, very disappointing experience.",2
173,"Satisfied with the purchase, good value for money.",2
174,"Product is okay, but shipping took too long.",2
175,"Not what I expected, very disappointing experience.",3
176,"Product is okay, but shipping took too long.",4
177,"Excellent customer service, the support team was very helpful!",4
178,"Excellent customer service, the support team was very helpful!",4
179,"Satisfied with the purchase, good value for money.",3
180,"Satisfied with the purchase, good value for money.",1
181,"The product did not meet my expectations, quality was subpar.",3
182,"Product is okay, but shipping took too long.",1
183,Loved it! Would definitely recommend to my friends and family.,3
184,Loved it! Would definitely recommend to my friends and family.,5
185,"Amazing experience, everything went smoothly!",5
186,"The product did not meet my expectations, quality was subpar.",2
187,"Poor packaging, arrived damaged. Not happy with the purchase.",5
188,"Product is okay, but shipping took too long.",4
189,"Terrible customer support, they did not respond to my emails.",5
190,"Satisfied with the purchase, good value for money.",5
191,"Product is okay, but shipping took too long.",1
192,"Poor packaging, arrived damaged. Not happy with the purchase.",4
193,"Great product, very satisfied with the quality and service!",5
194,"Not what I expected, very disappointing experience.",5
195,Loved it! Would definitely recommend to my friends and family.,4
196,"Terrible customer support, they did not respond to my emails.",3
197,"Amazing experience, everything went smoothly!",4
198,"The product did not meet my expectations, quality was subpar.",2
199,"Terrible customer support, they did not respond to my emails.",2
200,"Terrible customer support, they did not respond to my emails.",5
201,"The product did not meet my expectations, quality was subpar.",3
202,"The product did not meet my expectations, quality was subpar.",1
203,"Poor packaging, arrived damaged. Not happy with the purchase.",4
204,"The product did not meet my expectations, quality was subpar.",5
205,Loved it! Would definitely recommend to my friends and family.,1
206,"Terrible customer support, they did not respond to my emails.",5
207,"The product did not meet my expectations, quality was subpar.",5
208,"Great product, very satisfied with the quality and service!",1
209,"Excellent customer service, the support team was very helpful!",5
210,"Excellent customer service, the support team was very helpful!",4
211,"Great product, very satisfied with the quality and service!",3
212,"The product did not meet my expectations, quality was subpar.",4
213,"Satisfied with the purchase, good value for money.",4
214,Loved it! Would definitely recommend to my friends and family.,2
215,"Product is okay, but shipping took too long.",3
216,"Excellent customer service, the support team was very helpful!",4
217,"Great product, very satisfied with the quality and service!",5
218,Loved it! Would definitely recommend to my friends and family.,2
219,"Great product, very satisfied with the quality and service!",5
220,"Product is okay, but shipping took too long.",1
221,"Great product, very satisfied with the quality and service!",2
222,"Poor packaging, arrived damaged. Not happy with the purchase.",2
223,"Terrible customer support, they did not respond to my emails.",2
224,"Great product, very satisfied with the quality and service!",4
225,"Amazing experience, everything went smoothly!",5
226,"Poor packaging, arrived damaged. Not happy with the purchase.",3
227,"Satisfied with the purchase, good value for money.",3
228,"Terrible customer support, they did not respond to my emails.",5
229,"Excellent customer service, the support team was very helpful!",3
230,"Amazing experience, everything went smoothly!",2
231,"Product is okay, but shipping took too long.",2
232,Loved it! Would definitely recommend to my friends and family.,5
233,"Excellent customer service, the support team was very helpful!",1
234,"Product is okay, but shipping took too long.",4
235,"The product did not meet my expectations, quality was subpar.",1
236,"Terrible customer support, they did not respond to my emails.",4
237,"Poor packaging, arrived damaged. Not happy with the purchase.",4
238,"Excellent customer service, the support team was very helpful!",2
239,"Terrible customer support, they did not respond to my emails.",1
240,Loved it! Would definitely recommend to my friends and family.,1
241,"Satisfied with the purchase, good value for money.",2
242,Loved it! Would definitely recommend to my friends and family.,5
243,"Poor packaging, arrived damaged. Not happy with the purchase.",5
244,"The product did not meet my expectations, quality was subpar.",4
245,"The product did not meet my expectations, quality was subpar.",5
246,"The product did not meet my expectations, quality was subpar.",3
247,"Great product, very satisfied with the quality and service!",4
248,"Great product, very satisfied with the quality and service!",1
249,"Terrible customer support, they did not respond to my emails.",1
250,"Not what I expected, very disappointing experience.",4
251,"Amazing experience, everything went smoothly!",2
252,"Terrible customer support, they did not respond to my emails.",1
253,"Excellent customer service, the support team was very helpful!",5
254,Loved it! Would definitely recommend to my friends and family.,2
255,"Amazing experience, everything went smoothly!",4
256,"Amazing experience, everything went smoothly!",2
257,"Satisfied with the purchase, good value for money.",5
258,"Satisfied with the purchase, good value for money.",1
259,"Amazing experience, everything went smoothly!",1
260,"Poor packaging, arrived damaged. Not happy with the purchase.",3
261,"The product did not meet my expectations, quality was subpar.",5
262,"Poor packaging, arrived damaged. Not happy with the purchase.",3
263,"The product did not meet my expectations, quality was subpar.",1
264,"Poor packaging, arrived damaged. Not happy with the purchase.",2
265,"Excellent customer service, the support team was very helpful!",4
266,"Excellent customer service, the support team was very helpful!",1
267,"Poor packaging, arrived damaged. Not happy with the purchase.",5
268,"The product did not meet my expectations, quality was subpar.",5
269,"Not what I expected, very disappointing experience.",5
270,"Amazing experience, everything went smoothly!",4
271,"Product is okay, but shipping took too long.",3
272,"Product is okay, but shipping took too long.",5
273,"Product is okay, but shipping took too long.",4
274,"The product did not meet my expectations, quality was subpar.",3
275,"The product did not meet my expectations, quality was subpar.",4
276,"Product is okay, but shipping took too long.",4
277,"Terrible customer support, they did not respond to my emails.",3
278,"Amazing experience, everything went smoothly!",1
279,"Poor packaging, arrived damaged. Not happy with the purchase.",1
280,"Not what I expected, very disappointing experience.",3
281,"Product is okay, but shipping took too long.",2
282,"Product is okay, but shipping took too long.",1
283,"The product did not meet my expectations, quality was subpar.",3
284,"The product did not meet my expectations, quality was subpar.",1
285,"Product is okay, but shipping took too long.",3
286,"Satisfied with the purchase, good value for money.",5
287,Loved it! Would definitely recommend to my friends and family.,2
288,"Excellent customer service, the support team was very helpful!",4
289,"Amazing experience, everything went smoothly!",5
290,Loved it! Would definitely recommend to my friends and family.,3
291,"The product did not meet my expectations, quality was subpar.",4
292,Loved it! Would definitely recommend to my friends and family.,2
293,"The product did not meet my expectations, quality was subpar.",5
294,Loved it! Would definitely recommend to my friends and family.,2
295,"Terrible customer support, they did not respond to my emails.",1
296,"Satisfied with the purchase, good value for money.",3
297,Loved it! Would definitely recommend to my friends and family.,3
298,"Excellent customer service, the support team was very helpful!",5
299,"Satisfied with the purchase, good value for money.",4
300,Loved it! Would definitely recommend to my friends and family.,1
301,"The product did not meet my expectations, quality was subpar.",5
302,"Amazing experience, everything went smoothly!",5
303,"Satisfied with the purchase, good value for money.",4
304,Loved it! Would definitely recommend to my friends and family.,2
305,"Satisfied with the purchase, good value for money.",2
306,"Poor packaging, arrived damaged. Not happy with the purchase.",2
307,"The product did not meet my expectations, quality was subpar.",5
308,"Amazing experience, everything went smoothly!",4
309,"Not what I expected, very disappointing experience.",3
310,"Product is okay, but shipping took too long.",2
311,"Poor packaging, arrived damaged. Not happy with the purchase.",2
312,"Satisfied with the purchase, good value for money.",5
313,"Not what I expected, very disappointing experience.",3
314,"Not what I expected, very disappointing experience.",4
315,"Poor packaging, arrived damaged. Not happy with the purchase.",2
316,"The product did not meet my expectations, quality was subpar.",3
317,"Satisfied with the purchase, good value for money.",1
318,"The product did not meet my expectations, quality was subpar.",3
319,"Poor packaging, arrived damaged. Not happy with the purchase.",4
320,"Excellent customer service, the support team was very helpful!",1
321,Loved it! Would definitely recommend to my friends and family.,3
322,"Great product, very satisfied with the quality and service!",5
323,"Product is okay, but shipping took too long.",2
324,Loved it! Would definitely recommend to my friends and family.,4
325,"Product is okay, but shipping took too long.",1
326,"Great product, very satisfied with the quality and service!",3
327,"Excellent customer service, the support team was very helpful!",1
328,"Great product, very satisfied with the quality and service!",4
329,"Poor packaging, arrived damaged. Not happy with the purchase.",5
330,"Excellent customer service, the support team was very helpful!",5
331,"Terrible customer support, they did not respond to my emails.",5
332,"Satisfied with the purchase, good value for money.",5
333,"Poor packaging, arrived damaged. Not happy with the purchase.",5
334,"Not what I expected, very disappointing experience.",2
335,"Terrible customer support, they did not respond to my emails.",5
336,"Product is okay, but shipping took too long.",4
337,"Excellent customer service, the support team was very helpful!",3
338,"Terrible customer support, they did not respond to my emails.",3
339,Loved it! Would definitely recommend to my friends and family.,5
340,"Not what I expected, very disappointing experience.",1
341,"Amazing experience, everything went smoothly!",3
342,"Terrible customer support, they did not respond to my emails.",5
343,"Poor packaging, arrived damaged. Not happy with the purchase.",2
344,"Amazing experience, everything went smoothly!",5
345,"Great product, very satisfied with the quality and service!",1
346,"Amazing experience, everything went smoothly!",4
347,"Terrible customer support, they did not respond to my emails.",1
348,"Product is okay, but shipping took too long.",3
349,"Amazing experience, everything went smoothly!",1
350,"Terrible customer support, they did not respond to my emails.",4
351,"Terrible customer support, they did not respond to my emails.",1
352,Loved it! Would definitely recommend to my friends and family.,3
353,"Excellent customer service, the support team was very helpful!",5
354,"Terrible customer support, they did not respond to my emails.",3
355,"Terrible customer support, they did not respond to my emails.",3
356,"Product is okay, but shipping took too long.",3
357,"Not what I expected, very disappointing experience.",1
358,"Amazing experience, everything went smoothly!",4
359,"Poor packaging, arrived damaged. Not happy with the purchase.",5
360,"Great product, very satisfied with the quality and service!",5
361,"The product did not meet my expectations, quality was subpar.",4
362,"The product did not meet my expectations, quality was subpar.",4
363,"The product did not meet my expectations, quality was subpar.",4
364,"Terrible customer support, they did not respond to my emails.",2
365,Loved it! Would definitely recommend to my friends and family.,4
366,"Amazing experience, everything went smoothly!",3
367,"Product is okay, but shipping took too long.",2
368,"Satisfied with the purchase, good value for money.",1
369,Loved it! Would definitely recommend to my friends and family.,4
370,"The product did not meet my expectations, quality was subpar.",1
371,"Product is okay, but shipping took too long.",2
372,"The product did not meet my expectations, quality was subpar.",5
373,"Excellent customer service, the support team was very helpful!",2
374,"The product did not meet my expectations, quality was subpar.",2
375,Loved it! Would definitely recommend to my friends and family.,4
376,"Excellent customer service, the support team was very helpful!",3
377,"Terrible customer support, they did not respond to my emails.",2
378,Loved it! Would definitely recommend to my friends and family.,3
379,"Not what I expected, very disappointing experience.",1
380,"Great product, very satisfied with the quality and service!",2
381,"Product is okay, but shipping took too long.",2
382,"Product is okay, but shipping took too long.",1
383,"Great product, very satisfied with the quality and service!",2
384,"Amazing experience, everything went smoothly!",4
385,"The product did not meet my expectations, quality was subpar.",2
386,"Satisfied with the purchase, good value for money.",1
387,"Excellent customer service, the support team was very helpful!",1
388,"Poor packaging, arrived damaged. Not happy with the purchase.",3
389,"The product did not meet my expectations, quality was subpar.",5
390,"Poor packaging, arrived damaged. Not happy with the purchase.",2
391,"Not what I expected, very disappointing experience.",3
392,"The product did not meet my expectations, quality was subpar.",4
393,"Excellent customer service, the support team was very helpful!",4
394,"Excellent customer service, the support team was very helpful!",2
395,"Product is okay, but shipping took too long.",1
396,"Amazing experience, everything went smoothly!",3
397,"Satisfied with the purchase, good value for money.",2
398,"Terrible customer support, they did not respond to my emails.",4
399,"Terrible customer support, they did not respond to my emails.",2
400,"Not what I expected, very disappointing experience.",1
401,"Satisfied with the purchase, good value for money.",1
402,Loved it! Would definitely recommend to my friends and family.,5
403,"The product did not meet my expectations, quality was subpar.",3
404,"Product is okay, but shipping took too long.",3
405,"Terrible customer support, they did not respond to my emails.",4
406,"Terrible customer support, they did not respond to my emails.",2
407,"Not what I expected, very disappointing experience.",2
408,"Great product, very satisfied with the quality and service!",2
409,"Amazing experience, everything went smoothly!",4
410,"Not what I expected, very disappointing experience.",4
411,Loved it! Would definitely recommend to my friends and family.,2
412,"Poor packaging, arrived damaged. Not happy with the purchase.",3
413,"Excellent customer service, the support team was very helpful!",5
414,"Satisfied with the purchase, good value for money.",1
415,"Poor packaging, arrived damaged. Not happy with the purchase.",4
416,"Not what I expected, very disappointing experience.",1
417,"The product did not meet my expectations, quality was subpar.",3
418,"Excellent customer service, the support team was very helpful!",2
419,Loved it! Would definitely recommend to my friends and family.,4
420,"Terrible customer support, they did not respond to my emails.",1
421,"Not what I expected, very disappointing experience.",1
422,"Excellent customer service, the support team was very helpful!",3
423,"Product is okay, but shipping took too long.",1
424,"Not what I expected, very disappointing experience.",2
425,"Terrible customer support, they did not respond to my emails.",4
426,Loved it! Would definitely recommend to my friends and family.,2
427,"Excellent customer service, the support team was very helpful!",3
428,"Not what I expected, very disappointing experience.",1
429,"Amazing experience, everything went smoothly!",5
430,"Amazing experience, everything went smoothly!",1
431,"Satisfied with the purchase, good value for money.",4
432,Loved it! Would definitely recommend to my friends and family.,1
433,"Product is okay, but shipping took too long.",1
434,"Amazing experience, everything went smoothly!",3
435,"The product did not meet my expectations, quality was subpar.",1
436,"Product is okay, but shipping took too long.",3
437,Loved it! Would definitely recommend to my friends and family.,2
438,"Poor packaging, arrived damaged. Not happy with the purchase.",1
439,"Product is okay, but shipping took too long.",3
440,"Satisfied with the purchase, good value for money.",5
441,"Amazing experience, everything went smoothly!",5
442,"Satisfied with the purchase, good value for money.",5
443,"Excellent customer service, the support team was very helpful!",5
444,"Great product, very satisfied with the quality and service!",4
445,"Great product, very satisfied with the quality and service!",4
446,"Great product, very satisfied with the quality and service!",5
447,"Satisfied with the purchase, good value for money.",5
448,"Amazing experience, everything went smoothly!",4
449,"Poor packaging, arrived damaged. Not happy with the purchase.",2
450,"Excellent customer service, the support team was very helpful!",3
451,"Great product, very satisfied with the quality and service!",5
452,"Great product, very satisfied with the quality and service!",2
453,Loved it! Would definitely recommend to my friends and family.,1
454,"Product is okay, but shipping took too long.",2
455,"The product did not meet my expectations, quality was subpar.",2
456,"Great product, very satisfied with the quality and service!",1
457,"Poor packaging, arrived damaged. Not happy with the purchase.",3
458,"Excellent customer service, the support team was very helpful!",2
459,Loved it! Would definitely recommend to my friends and family.,2
460,Loved it! Would definitely recommend to my friends and family.,5
461,"Not what I expected, very disappointing experience.",4
462,"Product is okay, but shipping took too long.",4
463,"Product is okay, but shipping took too long.",3
464,"Satisfied with the purchase, good value for money.",2
465,"Product is okay, but shipping took too long.",2
466,"Amazing experience, everything went smoothly!",4
467,"Excellent customer service, the support team was very helpful!",3
468,"Satisfied with the purchase, good value for money.",3
469,"The product did not meet my expectations, quality was subpar.",3
470,"Excellent customer service, the support team was very helpful!",3
471,"Not what I expected, very disappointing experience.",2
472,"The product did not meet my expectations, quality was subpar.",1
473,"The product did not meet my expectations, quality was subpar.",3
474,"Excellent customer service, the support team was very helpful!",3
475,"Poor packaging, arrived damaged. Not happy with the purchase.",1
476,"The product did not meet my expectations, quality was subpar.",1
477,"Terrible customer support, they did not respond to my emails.",3
478,Loved it! Would definitely recommend to my friends and family.,2
479,"Not what I expected, very disappointing experience.",3
480,"Excellent customer service, the support team was very helpful!",2
481,"Amazing experience, everything went smoothly!",3
482,"Not what I expected, very disappointing experience.",5
483,"Poor packaging, arrived damaged. Not happy with the purchase.",5
484,"Not what I expected, very disappointing experience.",3
485,"Poor packaging, arrived damaged. Not happy with the purchase.",4
486,"Amazing experience, everything went smoothly!",5
487,"Poor packaging, arrived damaged. Not happy with the purchase.",1
488,"Amazing experience, everything went smoothly!",2
489,Loved it! Would definitely recommend to my friends and family.,5
490,"Terrible customer support, they did not respond to my emails.",3
491,"Product is okay, but shipping took too long.",1
492,"Terrible customer support, they did not respond to my emails.",4
493,"Excellent customer service, the support team was very helpful!",5
494,"Amazing experience, everything went smoothly!",4
495,Loved it! Would definitely recommend to my friends and family.,5
496,"Great product, very satisfied with the quality and service!",4
497,"The product did not meet my expectations, quality was subpar.",1
498,"Satisfied with the purchase, good value for money.",1
499,"Product is okay, but shipping took too long.",5
500,"Poor packaging, arrived damaged. Not happy with the purchase.",2
501,"Poor packaging, arrived damaged. Not happy with the purchase.",1
502,"Amazing experience, everything went smoothly!",5
503,"Product is okay, but shipping took too long.",1
504,"Terrible customer support, they did not respond to my emails.",5
505,Loved it! Would definitely recommend to my friends and family.,1
506,"Excellent customer service, the support team was very helpful!",2
507,"Not what I expected, very disappointing experience.",3
508,"Not what I expected, very disappointing experience.",5
509,"Poor packaging, arrived damaged. Not happy with the purchase.",1
510,"Not what I expected, very disappointing experience.",2
511,"Terrible customer support, they did not respond to my emails.",1
512,"Not what I expected, very disappointing experience.",1
513,"Amazing experience, everything went smoothly!",5
514,"Product is okay, but shipping took too long.",2
515,"Terrible customer support, they did not respond to my emails.",1
516,"The product did not meet my expectations, quality was subpar.",4
517,"Not what I expected, very disappointing experience.",5
518,"Poor packaging, arrived damaged. Not happy with the purchase.",5
519,"Satisfied with the purchase, good value for money.",2
520,Loved it! Would definitely recommend to my friends and family.,1
521,"Satisfied with the purchase, good value for money.",4
522,"Excellent customer service, the support team was very helpful!",2
523,"Product is okay, but shipping took too long.",3
524,"Amazing experience, everything went smoothly!",1
525,"Excellent customer service, the support team was very helpful!",5
526,"Excellent customer service, the support team was very helpful!",5
527,"Great product, very satisfied with the quality and service!",1
528,"Great product, very satisfied with the quality and service!",4
529,"The product did not meet my expectations, quality was subpar.",1
530,"Excellent customer service, the support team was very helpful!",5
531,"Excellent customer service, the support team was very helpful!",5
532,"Not what I expected, very disappointing experience.",3
533,"Not what I expected, very disappointing experience.",1
534,"Terrible customer support, they did not respond to my emails.",3
535,"Great product, very satisfied with the quality and service!",2
536,Loved it! Would definitely recommend to my friends and family.,4
537,"Satisfied with the purchase, good value for money.",3
538,"Terrible customer support, they did not respond to my emails.",4
539,"Not what I expected, very disappointing experience.",2
540,Loved it! Would definitely recommend to my friends and family.,3
541,"Great product, very satisfied with the quality and service!",3
542,"Excellent customer service, the support team was very helpful!",2
543,"Product is okay, but shipping took too long.",2
544,"The product did not meet my expectations, quality was subpar.",2
545,"Product is okay, but shipping took too long.",2
546,"Product is okay, but shipping took too long.",3
547,"Great product, very satisfied with the quality and service!",3
548,"Satisfied with the purchase, good value for money.",3
549,"Satisfied with the purchase, good value for money.",4
550,"The product did not meet my expectations, quality was subpar.",2
551,"Great product, very satisfied with the quality and service!",5
552,"Amazing experience, everything went smoothly!",5
553,"Product is okay, but shipping took too long.",5
554,"Amazing experience, everything went smoothly!",5
555,"Excellent customer service, the support team was very helpful!",3
556,"Amazing experience, everything went smoothly!",3
557,"Amazing experience, everything went smoothly!",3
558,"Terrible customer support, they did not respond to my emails.",3
559,"Great product, very satisfied with the quality and service!",1
560,"The product did not meet my expectations, quality was subpar.",3
561,"Poor packaging, arrived damaged. Not happy with the purchase.",2
562,"Satisfied with the purchase, good value for money.",4
563,"Great product, very satisfied with the quality and service!",4
564,"Amazing experience, everything went smoothly!",1
565,Loved it! Would definitely recommend to my friends and family.,4
566,"Product is okay, but shipping took too long.",3
567,"Poor packaging, arrived damaged. Not happy with the purchase.",3
568,"Amazing experience, everything went smoothly!",2
569,"Amazing experience, everything went smoothly!",3
570,"Terrible customer support, they did not respond to my emails.",3
571,"Great product, very satisfied with the quality and service!",2
572,Loved it! Would definitely recommend to my friends and family.,1
573,Loved it! Would definitely recommend to my friends and family.,2
574,"The product did not meet my expectations, quality was subpar.",4
575,"The product did not meet my expectations, quality was subpar.",2
576,"The product did not meet my expectations, quality was subpar.",2
577,"Product is okay, but shipping took too long.",5
578,Loved it! Would definitely recommend to my friends and family.,1
579,"Satisfied with the purchase, good value for money.",2
580,"Satisfied with the purchase, good value for money.",4
581,"Excellent customer service, the support team was very helpful!",2
582,"Product is okay, but shipping took too long.",4
583,"Great product, very satisfied with the quality and service!",3
584,"Excellent customer service, the support team was very helpful!",3
585,"Satisfied with the purchase, good value for money.",2
586,"Product is okay, but shipping took too long.",2
587,"Amazing experience, everything went smoothly!",2
588,"The product did not meet my expectations, quality was subpar.",4
589,"Not what I expected, very disappointing experience.",5
590,"Satisfied with the purchase, good value for money.",1
591,"Amazing experience, everything went smoothly!",4
592,"The product did not meet my expectations, quality was subpar.",5
593,"The product did not meet my expectations, quality was subpar.",3
594,"Excellent customer service, the support team was very helpful!",3
595,"Product is okay, but shipping took too long.",1
596,"The product did not meet my expectations, quality was subpar.",5
597,"Great product, very satisfied with the quality and service!",4
598,"Amazing experience, everything went smoothly!",4
599,"Amazing experience, everything went smoothly!",5
600,"Satisfied with the purchase, good value for money.",3
601,"Not what I expected, very disappointing experience.",3
602,"Amazing experience, everything went smoothly!",5
603,"Amazing experience, everything went smoothly!",2
